address,suburb,postcode,council,earliest_confirmed_year,min_age_years,lead_score,age_confidence,address_match,area_m2,lot_m2,length_m,width_m,rect_fill,category,pools_at_address,reno_state,ti_now,contact_name,contact_phone,contact_email,contact_website,lat,lon,osm_id
34 LINKSVIEW AVENUE LEONAY,LEONAY,2750,PENRITH,1998,28,59.5,0.84,nearby,37.1,1014.8,9.1,4.7,0.862,residential,,mid_tone,0.758,,,,,-33.7630447,150.6508138,way/1193046762
55 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.5,0.26,exact,32.2,1190.0,8.1,4.0,0.999,residential,,renovated_pre2005,0.454,,,,,-33.7263221,151.0504991,way/1290859268
21 STAR CRESCENT WEST PENNANT HILLS,WEST PENNANT HILLS,2125,THE HILLS SHIRE,1991,35,59.5,0.55,nearby,46.8,1193.6,8.4,8.4,0.664,residential,,dark_throughout,0.509,,,,,-33.7369912,151.0566488,way/1304409252
17 ALLSOPP AVENUE BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1991,35,59.5,0.53,exact,29.4,1075.1,7.3,4.7,0.859,residential,,dark_throughout,0.426,,,,,-33.7546176,151.0049872,way/690362837
32 FRANKLIN ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.5,0.55,nearby,38.6,1083.0,11.4,5.3,0.643,residential,,dark_throughout,0.324,,,,,-33.7282148,151.0381556,way/1294966132
81 GUMNUT ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.5,0.76,nearby,45.1,1330.3,8.1,5.6,1.0,residential,,dark_throughout,0.349,,,,,-33.7263856,151.0393268,way/1298767526
20 COUNTY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.5,0.56,exact,27.9,1059.2,8.0,4.7,0.736,residential,,dark_throughout,0.33,,,,,-33.731046,151.029068,way/1316559542
8 KENWYN CLOSE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,59.5,0.48,nearby,35.0,1691.2,8.6,4.1,0.999,residential,,mid_tone,0.696,,,,,-33.7217393,151.1830188,way/1501772886
1 WIRRA CLOSE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,59.5,0.68,exact,43.4,1715.0,9.8,4.4,0.998,residential,,mid_tone,0.576,,,,,-33.7381237,151.1696027,way/1544006649
60 MAXWELL STREET SOUTH TURRAMURRA,SOUTH TURRAMURRA,2074,KU-RING-GAI,1998,28,59.5,0.82,exact,22.7,1393.8,7.1,3.2,0.999,residential,,mid_tone,0.627,,,,,-33.7518682,151.1143973,way/941632490
328 MALTON ROAD NORTH EPPING,NORTH EPPING,2121,HORNSBY,1998,28,59.5,0.85,exact,58.7,722.3,12.6,5.4,0.855,residential,,mid_tone,0.773,,,,,-33.7580246,151.0985495,way/1043287538
21 JUBILEE STREET WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,59.5,0.76,nearby,28.7,1209.0,7.2,4.0,0.986,residential,,dark_throughout,0.5,,,,,-33.7064811,151.1127776,way/560664431
20A STONECROP ROAD NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1991,35,59.5,0.51,exact,35.0,2343.0,8.6,4.2,0.97,residential,,dark_throughout,0.42,,,,,-33.699602,151.1461433,way/1310809459
9-11 BENSON CLOSE WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,59.5,0.76,nearby,39.5,1596.2,8.5,4.6,1.0,residential,2,dark_throughout,0.506,,,,,-33.7129064,151.1143651,way/1482772727
18B HINKLER AVENUE CARINGBAH,CARINGBAH,2229,SUTHERLAND SHIRE,1998,28,59.4,0.78,exact,47.7,944.1,10.5,4.5,1.0,residential,,mid_tone,0.569,,,,,-34.0388749,151.1168325,way/1482104447
17 CARRAMAR CRESCENT MIRANDA,MIRANDA,2228,SUTHERLAND SHIRE,1998,28,59.4,0.61,exact,18.6,951.5,6.2,4.0,0.761,residential,,mid_tone,0.577,,,,,-34.0369965,151.1112081,way/1483731264
1A STRATHYRE DRIVE PRESTONS,PRESTONS,2170,LIVERPOOL,1998,28,59.4,0.73,exact,28.8,650.0,8.0,4.0,0.903,residential,,mid_tone,0.652,,,,,-33.9519389,150.8697352,way/998722717
84 NEWTON ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,59.4,0.98,nearby,41.0,1199.9,10.3,4.0,1.0,residential,,dark_throughout,0.47,,,,,-33.8777736,151.0713466,way/564305056
15 BATES STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.4,0.67,exact,74.0,1066.8,12.1,6.1,1.0,residential,2,mid_tone,0.573,,,,,-33.8713631,151.07641,way/565666918
102 REDMYRE ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.4,0.67,exact,29.5,2182.4,8.2,3.6,0.998,residential,,mid_tone,0.629,,,,,-33.876645,151.0831472,way/565667312
5 FLORENCE STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.4,0.85,exact,48.5,1227.9,12.9,3.8,1.0,residential,,mid_tone,0.758,,,,,-33.8769291,151.0841413,way/565667356
53 WOODSIDE AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.4,0.67,exact,41.0,2622.8,10.3,4.0,0.999,residential,,mid_tone,0.717,,,,,-33.8797488,151.0962421,way/565699236
109 ALBERT ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.4,0.67,exact,41.0,1281.8,10.3,4.0,0.999,residential,,mid_tone,0.686,,,,,-33.8737238,151.0826256,way/566064566
28 HYDEBRAE STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,59.4,0.62,exact,37.0,1166.1,8.5,4.3,1.0,residential,,dark_throughout,0.455,,,,,-33.8730968,151.0769485,way/568398859
3 COURTENAY ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1998,28,59.4,0.51,exact,38.7,731.2,9.8,4.0,0.999,residential,,renovated_pre2005,0.525,,,,,-33.867321,151.2768013,way/875117993
9 CECIL ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1986,40,59.4,0.56,nearby,55.1,1298.1,14.9,4.4,0.839,residential,,dark_throughout,0.543,,,,,-33.8653778,151.2753088,way/875118001
1-7 BELMORE STREET SURRY HILLS,SURRY HILLS,2010,SYDNEY,1998,28,59.4,0.82,exact,60.6,576.7,9.6,6.3,1.0,residential,,mid_tone,0.714,,,,,-33.8830948,151.2107801,way/587457690
46 YODALLA AVENUE EMU PLAINS,EMU PLAINS,2750,PENRITH,1998,28,59.4,0.36,exact,48.8,943.9,10.6,4.6,1.0,residential,,renovated_pre2005,0.446,,,,,-33.7554175,150.664376,way/458350924
10 BELLWOOD PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,59.4,0.62,exact,45.4,1076.1,10.0,4.6,0.995,residential,,dark_throughout,0.536,,,,,-33.7216897,151.0302381,way/1274739659
50 AYRES ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,59.4,0.69,nearby,15.1,1344.6,6.1,3.0,0.822,residential,,dark_throughout,0.423,,,,,-33.7196806,151.1757741,way/1501755542
3 KULGOA ROAD PYMBLE,PYMBLE,2073,KU-RING-GAI,1998,28,59.4,0.32,nearby,12.3,1317.2,4.0,3.9,0.785,residential,,renovated_pre2005,0.456,,,,,-33.7467127,151.154592,way/942757510
151 PURCHASE ROAD CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.4,0.78,exact,51.7,1049.1,11.3,4.6,1.0,residential,,mid_tone,0.627,,,,,-33.7134015,151.0474817,way/1292583512
10 MOWBRAY CLOSE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,59.4,0.25,exact,35.2,1060.8,8.6,4.1,1.0,residential,,renovated_pre2005,0.489,,,,,-33.7127665,151.0234198,way/623591899
1-5 GERRALE STREET CRONULLA,CRONULLA,2230,SUTHERLAND SHIRE,1998,28,59.3,0.49,exact,128.4,2239.3,14.0,12.1,0.759,residential,,mid_tone,0.795,,,,,-34.0520369,151.1537761,way/243012372
529 ANZAC PARADE KINGSFORD,KINGSFORD,2032,RANDWICK,1998,28,59.3,0.47,nearby,36.3,381.0,9.5,5.9,0.649,residential,,renovated_pre2005,0.483,,,,,-33.9303377,151.2355989,way/954669736
43 MERLEY ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.3,0.24,exact,74.2,1112.7,12.1,6.1,1.0,residential,,renovated_pre2005,0.5,,,,,-33.873596,151.0775751,way/565666912
4 WARATAH STREET RUSHCUTTERS BAY,RUSHCUTTERS BAY,2011,SYDNEY,1998,28,59.3,0.61,exact,39.3,647.3,9.3,5.3,0.79,residential,,mid_tone,0.688,,,,,-33.8734408,151.2282232,way/833461101
112 DOVER ROAD DOVER HEIGHTS,DOVER HEIGHTS,2030,WAVERLEY,1991,35,59.3,0.52,nearby,35.8,633.9,8.7,5.2,0.79,residential,,mid_tone,0.769,,,,,-33.8746585,151.2821594,way/875174367
16 KENT ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1998,28,59.3,0.69,exact,16.6,1442.1,5.6,3.0,0.984,residential,,mid_tone,0.639,,,,,-33.8742263,151.2652493,way/955843423
161 MIDDLE HEAD ROAD MOSMAN,MOSMAN,2088,MOSMAN,1998,28,59.3,0.6,nearby,30.1,963.8,8.3,3.6,0.999,residential,,renovated_pre2005,0.468,,,,,-33.8316893,151.2450877,way/1535188960
190 RICHMOND ROAD BLACKTOWN,BLACKTOWN,2148,BLACKTOWN,1998,28,59.3,0.85,nearby,25.0,945.4,8.0,3.7,0.837,residential,,mid_tone,0.646,,,,,-33.7540131,150.8897946,way/1410266444
72 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.3,0.84,exact,48.9,1979.6,9.9,4.9,0.999,residential,3,dark_throughout,0.438,,,,,-33.7272591,151.0505137,way/1292597410
16 LEITH ROAD PENNANT HILLS,PENNANT HILLS,2120,HORNSBY,1991,35,59.3,0.5,exact,53.3,1459.0,10.5,5.1,0.999,residential,,dark_throughout,0.384,,,,,-33.7358273,151.06547,way/1305389046
4 GWYNELLEN PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.3,0.46,exact,32.9,1133.5,8.2,5.5,0.732,residential,,mid_tone,0.619,,,,,-33.7190037,151.0358917,way/1324053134
46 CASTLEWOOD DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,59.3,0.69,exact,13.8,1279.1,5.0,2.9,0.958,residential,,mid_tone,0.684,,,,,-33.7419323,151.0182846,way/681292855
1 HERITAGE COURT CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,59.3,1.0,exact,45.6,2412.2,9.8,5.8,0.803,residential,,renovated_recent,0.469,,,,,-33.7457636,151.010578,way/681292926
46 WOODBURY ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,59.3,1.0,exact,41.9,2978.5,9.7,5.9,0.737,residential,2,renovated_recent,0.426,,,,,-33.7218295,151.1693424,way/1310981135
80 ALVONA AVENUE ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,59.3,0.75,nearby,40.9,1393.0,9.2,4.8,0.929,residential,,dark_throughout,0.434,,,,,-33.7336621,151.1655947,way/1346335016
9 GWYDIR AVENUE NORTH TURRAMURRA,NORTH TURRAMURRA,2074,KU-RING-GAI,1991,35,59.3,0.51,nearby,142.0,1626.1,16.9,9.6,0.873,residential,,mid_tone,0.682,,,,,-33.6981627,151.1444122,way/700982200
28A PALMERSTON ROAD WAITARA,WAITARA,2077,HORNSBY,1991,35,59.3,0.5,exact,39.3,1651.2,8.9,4.4,0.999,residential,,dark_throughout,0.276,,,,,-33.7046904,151.1116947,way/1490455477
18 ALEXANDRA CRESCENT BAYVIEW,BAYVIEW,2104,NORTHERN BEACHES,1991,35,59.3,0.63,exact,51.9,1008.2,12.2,5.1,0.841,residential,,dark_throughout,0.348,,,,,-33.6627241,151.2997948,way/1333043624
49 GREY STREET CARLTON,CARLTON,2218,GEORGES RIVER,1998,28,59.2,0.81,exact,30.4,704.3,7.9,3.9,0.998,residential,,mid_tone,0.58,,,,,-33.9661111,151.1180913,way/1468477482
13 GROSVENOR STREET KENSINGTON,KENSINGTON,2033,RANDWICK,1998,28,59.2,0.37,exact,19.2,916.9,5.9,3.4,0.953,residential,,renovated_pre2005,0.487,,,,,-33.9128081,151.2219326,way/1119987302
6 MILROY AVENUE KENSINGTON,KENSINGTON,2033,RANDWICK,1998,28,59.2,0.37,exact,25.8,1047.7,7.0,3.7,0.999,residential,,renovated_pre2005,0.54,,,,,-33.9057818,151.2151064,way/1445760306
64 ISMAY AVENUE HOMEBUSH,HOMEBUSH,2140,STRATHFIELD,1998,28,59.2,0.37,exact,25.4,803.2,6.6,3.9,0.999,residential,,renovated_pre2005,0.275,,,,,-33.8622417,151.0851922,way/677396054
1D MRS MACQUARIES ROAD SYDNEY,SYDNEY,2000,SYDNEY,2005,21,59.2,0.75,nearby,1025.3,300.6,50.2,20.5,0.997,public_commercial,,original_finish,0.853,,,,,-33.8633685,151.2222343,way/45170205
7-9 IAN STREET ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1991,35,59.2,0.49,exact,34.3,1239.4,8.3,4.1,1.0,residential,,dark_throughout,0.495,,,,,-33.8697504,151.2707451,way/875174211
13-15 GOWRIE AVENUE BONDI JUNCTION,BONDI JUNCTION,2022,WAVERLEY,1998,28,59.2,0.6,nearby,42.3,707.8,15.3,3.9,0.712,residential,,renovated_pre2005,0.338,,,,,-33.891807,151.2559684,way/955413824
5 RUSSELL STREET WOOLLAHRA,WOOLLAHRA,2025,WOOLLAHRA,2005,21,59.2,0.54,exact,22.2,416.6,9.9,2.2,1.0,residential,,original_finish,0.982,,,,,-33.8875188,151.2469178,way/1424811177
6 BEACONSFIELD ROAD MOSMAN,MOSMAN,2088,MOSMAN,1998,28,59.2,0.74,nearby,51.4,762.5,12.1,4.3,0.999,residential,,renovated_pre2005,0.433,,,,,-33.8327816,151.2509619,way/1535188924
28 RUSSELL STREET VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1998,28,59.2,0.23,exact,32.9,811.0,8.3,4.0,0.999,residential,,renovated_pre2005,0.548,,,,,-33.8484857,151.2834838,way/1481743010
14 LESLIE ROAD GLENBROOK,GLENBROOK,2773,BLUE MOUNTAINS,1998,28,59.2,0.34,exact,37.0,1705.9,9.4,5.0,0.782,residential,,mid_tone,0.72,,,,,-33.7652171,150.6263655,way/967250388
2 NAMOI STREET NORTH EPPING,NORTH EPPING,2121,HORNSBY,1998,28,59.2,0.68,nearby,51.3,1068.1,15.1,3.7,0.912,residential,,renovated_pre2005,0.484,,,,,-33.7587757,151.0906661,way/1055866681
60 FRANCIS GREENWAY DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.2,0.77,exact,33.0,1023.9,8.7,3.8,0.999,residential,,mid_tone,0.642,,,,,-33.7274775,151.0496025,way/1290251229
23 CASTLEWOOD DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,59.2,0.96,nearby,44.6,1232.1,9.6,5.6,0.823,residential,,renovated_recent,0.457,,,,,-33.7381507,151.0191083,way/681510167
6 BRUNETTE DRIVE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,59.2,0.93,exact,53.0,1034.0,9.3,6.5,0.875,residential,,renovated_recent,0.482,,,,,-33.7484456,150.9996221,way/689820833
1 DINMORE PLACE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1991,35,59.2,0.53,nearby,30.0,1153.4,7.2,5.9,0.704,residential,,dark_throughout,0.387,,,,,-33.7212129,151.0279698,way/1274739301
3 NEWLYN CLOSE ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,59.2,0.62,nearby,14.1,1464.2,5.8,2.4,0.999,residential,,renovated_pre2005,0.403,,,,,-33.7248734,151.1819982,way/1310981134
14 NELSON STREET GORDON,GORDON,2072,KU-RING-GAI,1998,28,59.2,0.41,exact,41.1,2554.3,12.5,3.3,0.998,residential,,renovated_pre2005,0.536,,,,,-33.754958,151.1583675,way/1330087180
62 KULGOA ROAD PYMBLE,PYMBLE,2073,KU-RING-GAI,1991,35,59.2,0.49,exact,45.6,1353.0,10.1,4.7,0.966,residential,,dark_throughout,0.419,,,,,-33.7405735,151.1556223,way/1337845301
1 YORK ROAD KELLYVILLE,KELLYVILLE,2155,THE HILLS SHIRE,1991,35,59.2,0.42,exact,19.7,878.2,6.4,5.2,0.597,residential,,dark_throughout,0.333,,,,,-33.7036833,150.9624399,way/1470166437
59 BURNSIDE STREET KELLYVILLE RIDGE,KELLYVILLE RIDGE,2155,BLACKTOWN,1998,28,59.2,0.43,exact,20.2,754.8,6.5,3.5,0.898,residential,,renovated_pre2005,0.456,,,,,-33.7016662,150.9184678,way/1511783467
23 HANCOCK DRIVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.2,0.77,exact,31.1,1087.1,9.7,3.4,0.932,residential,,mid_tone,0.735,,,,,-33.7163269,151.0395144,way/587980837
1 JOHN RADLEY AVENUE DURAL,DURAL,2158,HORNSBY,1998,28,59.2,0.59,nearby,31.4,819.6,8.8,3.6,1.0,residential,,renovated_pre2005,0.389,,,,,-33.7159518,151.0317907,way/1290878006
17 WALNUT GROVE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.2,0.49,exact,39.6,1568.8,8.9,4.5,0.998,residential,,dark_throughout,0.408,,,,,-33.7172839,151.0457749,way/1294954052
61 CLISSOLD ROAD WAHROONGA,WAHROONGA,2076,KU-RING-GAI,1991,35,59.2,0.45,nearby,48.1,1395.7,10.1,4.8,0.999,residential,,mid_tone,0.778,,,,,-33.7110591,151.1413019,way/1311127221
103 PRESIDENT AVENUE CARINGBAH,CARINGBAH,2229,SUTHERLAND SHIRE,1998,28,59.1,0.56,exact,40.2,1000.4,8.8,5.3,0.855,residential,,mid_tone,0.609,,,,,-34.0415779,151.1127677,way/1433240253
76 BOTANY STREET CARLTON,CARLTON,2218,GEORGES RIVER,1998,28,59.1,0.42,exact,16.9,721.2,6.8,3.0,0.829,residential,,renovated_pre2005,0.227,,,,,-33.9650519,151.1150342,way/1468477467
2 RAWSON CRESCENT HORNINGSEA PARK,HORNINGSEA PARK,2171,LIVERPOOL,1998,28,59.1,0.58,exact,23.9,3201.9,7.0,3.8,0.893,residential,,mid_tone,0.568,,,,,-33.9467176,150.8477396,way/1001102416
14 FRASER STREET STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.1,0.22,exact,72.5,1643.0,12.8,5.7,1.0,residential,,renovated_pre2005,0.515,,,,,-33.871543,151.0732777,way/566946567
54 GLENAYR AVENUE NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1998,28,59.1,0.85,nearby,30.7,550.2,8.5,4.5,0.805,residential,,mid_tone,0.675,,,,,-33.883856,151.2750257,way/955843346
37 ALAN AVENUE SEAFORTH,SEAFORTH,2092,NORTHERN BEACHES,1986,40,59.1,0.65,nearby,46.4,1196.7,14.4,4.3,0.752,residential,,dark_throughout,0.41,,,,,-33.8014042,151.2394984,way/1368371278
1 WINDWARD AVENUE MOSMAN,MOSMAN,2088,MOSMAN,1998,28,59.1,0.42,nearby,30.5,785.6,9.0,4.3,0.777,residential,2,renovated_pre2005,0.407,,,,,-33.8319086,151.2540795,way/1535189001
41 BERESFORD ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1986,40,59.1,0.47,nearby,34.2,1024.5,10.2,4.1,0.812,residential,,dark_throughout,0.458,,,,,-33.875628,151.256775,way/955333247
1 WHARF ROAD VAUCLUSE,VAUCLUSE,2030,WOOLLAHRA,1998,28,59.1,0.8,exact,55.4,749.8,10.6,5.4,0.97,residential,,mid_tone,0.671,,,,,-33.8471613,151.2806775,way/1481742940
42 VICTORIA PARADE MANLY,MANLY,2095,NORTHERN BEACHES,1998,28,59.1,0.67,exact,22.9,1852.4,7.1,3.2,0.998,residential,,mid_tone,0.653,,,,,-33.7998736,151.2890028,way/584529895
62 BOWER STREET MANLY,MANLY,2095,NORTHERN BEACHES,1998,28,59.1,0.36,exact,20.3,1058.1,6.3,3.2,0.999,residential,,renovated_pre2005,0.426,,,,,-33.8011859,151.2954971,way/1415369429
271A MALTON ROAD NORTH EPPING,NORTH EPPING,2121,HORNSBY,1998,28,59.1,0.73,exact,48.3,1185.8,10.4,5.7,0.824,residential,,dark_throughout,0.317,,,,,-33.7575523,151.094094,way/1000929081
5 MERRIWA PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.1,0.54,exact,46.0,1203.6,8.2,5.6,1.0,residential,,mid_tone,0.598,,,,,-33.7232861,151.0337864,way/1292605294
58 THORNLEIGH STREET THORNLEIGH,THORNLEIGH,2120,HORNSBY,1998,28,59.1,0.42,nearby,33.0,645.8,8.5,4.8,0.808,residential,,renovated_pre2005,0.306,,,,,-33.7347671,151.0824521,way/1308151830
16 RODNEY AVENUE BEECROFT,BEECROFT,2119,HORNSBY,1991,35,59.1,0.48,exact,52.8,1608.3,9.1,5.8,0.999,residential,,dark_throughout,0.483,,,,,-33.7439759,151.0564551,way/1328703250
10 CALLISTEMON CLOSE NORTH EPPING,NORTH EPPING,2121,HORNSBY,1998,28,59.1,0.62,exact,28.3,1217.6,8.8,4.1,0.777,residential,,dark_throughout,0.453,,,,,-33.7630893,151.0863012,way/1334661393
199 EXCELSIOR AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,59.1,0.81,exact,37.8,1361.4,10.6,4.4,0.805,residential,,renovated_recent,0.46,,,,,-33.7451414,151.0024714,way/682571283
487 WINDSOR ROAD BAULKHAM HILLS,BAULKHAM HILLS,2153,THE HILLS SHIRE,1986,40,59.1,0.7,exact,36.2,1360.1,8.6,5.2,0.81,residential,,renovated_recent,0.314,,,,,-33.7456625,150.9822629,way/689820939
10 WALSH AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,59.1,0.76,exact,28.9,1163.7,8.4,3.7,0.921,residential,,mid_tone,0.699,,,,,-33.7407352,151.0124228,way/800264333
24 OLD CASTLE HILL ROAD CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1986,40,59.1,0.9,exact,41.9,1333.6,8.8,4.8,0.999,residential,,renovated_recent,0.547,,,,,-33.7296359,151.0095902,way/1312025939
30 OLOLA AVENUE CASTLE HILL,CASTLE HILL,2154,THE HILLS SHIRE,1998,28,59.1,0.73,exact,29.2,1030.1,8.6,4.5,0.756,residential,,dark_throughout,0.371,,,,,-33.7358606,151.0110183,way/1349153802
11 PINE AVENUE BROOKVALE,BROOKVALE,2100,NORTHERN BEACHES,1986,40,59.1,0.9,exact,43.0,1362.7,9.7,4.4,1.0,residential,,renovated_recent,0.403,,,,,-33.7600795,151.274879,way/1033367533
64-66 COLLINS ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1998,28,59.1,0.4,exact,28.2,2178.6,12.1,2.3,0.997,residential,,renovated_pre2005,0.435,,,,,-33.720587,151.159973,way/1310981152
48 AYRES ROAD ST IVES,ST IVES,2075,KU-RING-GAI,1991,35,59.1,0.64,nearby,44.2,1330.3,11.3,4.8,0.813,residential,,dark_throughout,0.359,,,,,-33.7195841,151.1754818,way/1501755631
18 ASHMORE AVENUE PYMBLE,PYMBLE,2073,KU-RING-GAI,1998,28,59.1,0.25,exact,13.0,1301.0,5.3,2.4,0.998,residential,,renovated_pre2005,0.171,,,,,-33.7441211,151.1297557,way/942757570
4 CAPE PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1991,35,59.1,0.73,nearby,36.5,1439.5,8.7,4.2,0.999,residential,,dark_throughout,0.505,,,,,-33.7148631,151.0487592,way/1286936068
1 BRUNEL CLOSE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.1,0.36,exact,27.4,1114.8,6.8,4.0,1.0,residential,,renovated_pre2005,0.417,,,,,-33.7162337,151.0521194,way/1332167269
9 TEDDICK PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.1,0.13,exact,39.0,1082.4,9.1,5.1,0.847,residential,,renovated_pre2005,0.436,,,,,-33.713411,151.0448067,way/1339375188
1 NICHOLI PLACE CHERRYBROOK,CHERRYBROOK,2126,HORNSBY,1998,28,59.1,0.36,exact,25.6,1197.7,7.4,3.5,1.0,residential,,renovated_pre2005,0.494,,,,,-33.7164739,151.0369518,way/1290881663
2 WHITE ROAD PAGEWOOD,PAGEWOOD,2035,BAYSIDE,1998,28,59.0,0.85,exact,40.7,548.7,9.0,5.4,0.843,residential,,mid_tone,0.628,,,,,-33.9335266,151.2284734,way/1388847980
26 SHORTLAND AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1991,35,59.0,0.58,exact,74.1,1003.8,12.1,6.1,0.999,residential,,dark_throughout,0.38,,,,,-33.8722467,151.0767103,way/565661350
41 MYRNA ROAD STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.0,0.75,exact,29.5,913.4,8.2,3.6,0.998,residential,,mid_tone,0.622,,,,,-33.8816295,151.0751718,way/565667232
38 WOODSIDE AVENUE STRATHFIELD,STRATHFIELD,2135,STRATHFIELD,1998,28,59.0,0.64,exact,41.0,1513.7,10.3,4.0,0.999,residential,,mid_tone,0.565,,,,,-33.8803628,151.0955265,way/568460468
545 OLD SOUTH HEAD ROAD ROSE BAY,ROSE BAY,2029,WOOLLAHRA,1998,28,59.0,0.6,nearby,23.2,941.2,6.3,3.7,1.0,residential,,renovated_pre2005,0.439,,,,,-33.8723526,151.2743566,way/875174224
5 KNOX STREET DOUBLE BAY,DOUBLE BAY,2028,WOOLLAHRA,1998,28,59.0,0.85,exact,37.4,408.2,8.8,4.8,0.884,residential,,mid_tone,0.604,,,,,-33.8769359,151.2432217,way/954966042
81 VICTORIA ROAD BELLEVUE HILL,BELLEVUE HILL,2023,WOOLLAHRA,1998,28,59.0,0.53,exact,51.7,2165.3,10.6,5.1,0.961,residential,,mid_tone,0.658,,,,,-33.8790346,151.254953,way/954966054
38 CLONTARF STREET SEAFORTH,SEAFORTH,2092,NORTHERN BEACHES,1991,35,59.0,0.63,nearby,67.4,1158.6,9.5,9.1,0.787,residential,,dark_throughout,0.4,,,,,-33.7896537,151.2415973,way/1354373734
47 PRINCE ALBERT STREET MOSMAN,MOSMAN,2088,MOSMAN,1986,40,59.0,0.92,exact,33.7,1037.0,9.0,4.4,0.85,residential,,renovated_recent,0.433,,,,,-33.8350111,151.2436465,way/1535188884
42 STEWART STREET NORTH BONDI,NORTH BONDI,2026,WAVERLEY,1998,28,59.0,0.85,exact,48.9,494.2,12.0,5.1,0.799,residential,2,mid_tone,0.723,,,,,-33.8794357,151.2737457,way/955333246
22 STATION STREET THORNLEIGH,THORNLEIGH,2120,HORNSBY,1998,28,59.0,0.59,exact,37.0,643.2,9.0,5.3,0.77,residential,,mid_tone,0.723,,,,,-33.732727,151.0805031,way/980062187
21 MYRTLE STREET NORMANHURST,NORMANHURST,2076,HORNSBY,1991,35,59.0,0.63,nearby,38.6,1009.4,9.4,5.6,0.742,residential,,dark_throughout,0.4,,,,,-33.731797,151.0910727,way/1318098829
36 SUTHERLAND ROAD BEECROFT,BEECROFT,2119,HORNSBY,1998,28,59.0,0.6,nearby,27.3,2083.6,9.1,3.0,0.999,residential,,renovated_pre2005,0.314,,,,,-33.7530377,151.0741391,way/1324922832
